rank,team,conference,overall_wlt,overall_pct,overall_strk,conference_wlt,conference_pct,conference_strk,home_wlt,home_pct,home_strk,road_wlt,road_pct,road_strk,neutral_wlt,neutral_pct,neutral_strk,non_division_wlt,non_division_pct,non_division_strk
321,Southern Utah,WAC,3-12-3,0.250,L3,2-7-1,0.250,L3,2-5-2,0.333,T1,1-7-1,0.167,L4,0-0,0.000,L3,0-0,0.000,W2
322,Oregon St.,WCC,2-12-5,0.237,L3,1-9-1,0.136,L3,1-5-2,0.250,L1,1-7-3,0.227,L6,0-0,0.000,L2,0-0,0.000,
323,Mercyhurst,NEC,3-13-3,0.237,W2,3-6-2,0.364,W2,2-6-1,0.278,W1,1-7-2,0.200,W1,0-0,0.000,L3,0-0,0.000,L2
324,Mount St. Mary's,MAAC,3-12-2,0.235,T1,1-9-2,0.167,T1,3-4-1,0.438,L3,0-8-1,0.056,T1,0-0,0.000,L8,1-0,1.000,W1
325,Kennesaw St.,CUSA,2-11-4,0.235,L1,1-6-1,0.188,L1,2-5-3,0.350,L1,0-6-1,0.071,L2,0-0,0.000,T1,0-0,0.000,T3
326,Yale,Ivy League,3-11-1,0.233,T1,1-5-1,0.214,T1,1-6,0.143,L6,2-5-1,0.313,T1,0-0,0.000,L3,0-0,0.000,W1
327,New Mexico St.,CUSA,2-12-4,0.222,T1,1-3-4,0.375,T1,1-5-2,0.250,L2,1-7-2,0.200,T1,0-0,0.000,L1,0-0,0.000,L1
328,St. Bonaventure,Atlantic 10,3-13-2,0.222,L10,0-10,0.000,L11,2-5-1,0.313,L5,1-8-1,0.150,L6,0-0,0.000,W1,1-0,1.000,W1
329,Morehead St.,OVC,3-13-2,0.222,T2,1-6-2,0.222,T2,3-6-1,0.350,T1,0-7-1,0.063,T1,0-0,0.000,L1,0-0,0.000,W2
330,Southern U.,SWAC,3-12-1,0.219,L3,2-5-1,0.313,L3,1-3-1,0.300,L2,2-8,0.200,L1,0-1,0.000,L1,0-0,0.000,W1
331,Temple,American,4-15,0.211,L2,1-9,0.100,L2,3-5,0.375,L4,1-9,0.100,L1,0-1,0.000,L4,1-0,1.000,W1
332,Le Moyne,NEC,2-13-4,0.211,W1,2-6-3,0.318,W1,0-7-1,0.063,L4,2-6-3,0.318,W2,0-0,0.000,W12,0-0,0.000,L1
333,Austin Peay,ASUN,0-11-7,0.194,T2,0-6-4,0.200,T2,0-6-2,0.125,L2,0-5-5,0.250,T3,0-0,0.000,T2,0-0,0.000,L1
334,Detroit Mercy,Horizon,2-13-3,0.194,T1,0-7-3,0.150,T1,2-3-3,0.438,T2,0-10,0.000,L10,0-0,0.000,L4,1-0,1.000,W1
335,UAlbany,America East,2-13-2,0.176,L7,1-7,0.125,L6,0-7-1,0.063,L5,2-6-1,0.278,L3,0-0,0.000,W1,0-0,0.000,W1
336,Nevada,Mountain West,2-14-2,0.167,L7,1-8-1,0.150,L7,1-4-2,0.286,L2,1-10,0.091,L9,0-0,0.000,L2,0-0,0.000,
337,Southeast Mo. St.,OVC,2-15-2,0.158,L1,2-5-2,0.333,L1,1-6-1,0.188,L2,1-8-1,0.150,T1,0-1,0.000,L1,0-0,0.000,W10
338,Southern Miss.,Sun Belt,2-14-1,0.147,L8,1-9,0.100,L8,1-6-1,0.188,L5,1-8,0.111,L3,0-0,0.000,L3,0-0,0.000,T1
339,Central Mich.,MAC,1-14-3,0.139,W1,1-8-3,0.208,W1,1-6-2,0.222,W1,0-8-1,0.056,L5,0-0,0.000,L1,0-0,0.000,
340,Purdue Fort Wayne,Horizon,2-15-1,0.139,L1,1-9,0.100,L1,2-6-1,0.278,W1,0-9,0.000,L16,0-0,0.000,L1,1-0,1.000,W4
341,San Jose St.,Mountain West,1-14-3,0.139,L7,0-7-3,0.150,L7,0-7-1,0.063,L4,1-7-2,0.200,L3,0-0,0.000,T1,0-0,0.000,W1
342,VMI,SoCon,2-17-1,0.125,L2,0-9,0.000,L13,1-6-1,0.188,L4,1-11,0.083,L2,0-0,0.000,L1,0-0,0.000,W4
343,Alabama St.,SWAC,2-17-1,0.125,L3,1-7,0.125,L3,1-8-1,0.150,L4,1-8,0.111,L2,0-1,0.000,L2,1-1-1,0.500,W1
344,South Carolina St.,DI Independent,2-14,0.125,L6,0-0,0.000,,2-6,0.250,L2,0-7,0.000,L8,0-1,0.000,L5,1-1,0.500,L1
345,Saint Francis,NEC,0-14-4,0.111,L4,0-9-2,0.091,L4,0-5-2,0.143,L2,0-9-2,0.091,L3,0-0,0.000,W1,0-0,0.000,
346,Ark.-Pine Bluff,SWAC,1-13-1,0.100,L12,0-8,0.000,L9,0-6-1,0.071,L6,1-6,0.143,L6,0-1,0.000,L2,1-1-1,0.500,L1
347,Western Ill.,OVC,1-17-1,0.079,L1,0-8-1,0.056,L1,1-8,0.111,L8,0-9-1,0.050,T1,0-0,0.000,L4,1-0,1.000,W7
348,UC Riverside,Big West,0-16-2,0.056,L5,0-9-1,0.050,L5,0-5-2,0.143,L2,0-11,0.000,L13,0-0,0.000,W1,0-0,0.000,W1
349,New Haven,NEC,0-13-1,0.036,L7,0-10-1,0.045,L7,0-6-1,0.071,L4,0-7,0.000,L7,0-0,0.000,L3,0-0,0.000,T2
350,Mississippi Val.,SWAC,0-2,0.000,L3,0-0,0.000,L1,0-1,0.000,L1,0-1,0.000,L4,0-0,0.000,L3,0-0,0.000,W8
