rank,team,conference,overall_wlt,overall_pct,overall_strk,conference_wlt,conference_pct,conference_strk,home_wlt,home_pct,home_strk,road_wlt,road_pct,road_strk,neutral_wlt,neutral_pct,neutral_strk,non_division_wlt,non_division_pct,non_division_strk
161,Memphis,American,4-8-3,0.367,L2,3-5,0.375,L2,3-4,0.429,L1,1-4-3,0.313,L3,0-0,0.000,T1,0-0,0.000,W5
162,Navy,Patriot,3-8-7,0.361,L2,0-6-3,0.167,L2,3-3-6,0.500,L1,0-4-1,0.100,L1,0-1,0.000,L2,0-0,0.000,W4
163,Stonehill,NEC,5-10-3,0.361,L1,3-3-3,0.500,L1,2-6-1,0.278,L1,3-4-2,0.444,T2,0-0,0.000,L2,0-0,0.000,W1
164,Detroit Mercy,Horizon,5-10-3,0.361,T1,2-5-2,0.333,T1,3-2,0.600,L2,2-8-3,0.269,T1,0-0,0.000,T1,0-0,0.000,W2
165,Le Moyne,NEC,5-10-2,0.353,L1,4-3-2,0.556,L1,3-3-1,0.500,W1,2-7-1,0.250,L1,0-0,0.000,L4,0-0,0.000,L1
166,Butler,Big East,5-10-2,0.353,T1,2-4-2,0.375,T1,3-7,0.300,L1,2-3-2,0.429,T1,0-0,0.000,L2,0-0,0.000,W1
167,UC Riverside,Big West,4-9-4,0.353,L1,2-6-1,0.278,L1,3-3-4,0.500,W1,1-6,0.143,L4,0-0,0.000,L1,0-0,0.000,W2
168,Eastern Ill.,OVC,4-9-4,0.353,L2,3-4-3,0.450,L2,2-2-1,0.500,L1,2-6-3,0.318,T1,0-1,0.000,L2,0-0,0.000,W3
169,Western Ill.,OVC,5-11-4,0.350,L1,3-3-4,0.500,L1,3-4-3,0.450,W1,2-6-1,0.278,W1,0-1,0.000,L3,0-1,0.000,L1
170,Merrimack,MAAC,4-9-3,0.344,L3,2-6-2,0.300,L3,3-4-1,0.438,L1,1-5-2,0.250,L2,0-0,0.000,L3,0-0,0.000,W1
171,Canisius,MAAC,5-10-1,0.344,L1,3-7,0.300,L1,3-4,0.429,W1,2-6-1,0.278,L4,0-0,0.000,W1,0-0,0.000,L4
172,Longwood,Big South,3-8-5,0.344,W1,1-4-2,0.286,W1,3-4-2,0.444,W1,0-4-3,0.214,T2,0-0,0.000,L1,0-0-1,0.500,T1
173,USC Upstate,Big South,5-11-3,0.342,L1,2-3-2,0.429,L1,2-3-2,0.429,T1,3-8-1,0.292,L1,0-0,0.000,W1,0-0,0.000,L2
174,Oakland,Horizon,3-9-6,0.333,L2,3-3-3,0.500,L2,1-2-4,0.429,L1,2-7-1,0.250,L1,0-0-1,0.500,T1,0-0,0.000,W8
175,Columbia,Ivy League,3-8-4,0.333,L2,1-5-1,0.214,L2,3-2-2,0.571,L1,0-6-2,0.125,L2,0-0,0.000,W1,0-0,0.000,W1
176,Howard,NEC,5-11-2,0.333,L1,3-5-1,0.389,L1,3-3-1,0.500,T1,2-8-1,0.227,L2,0-0,0.000,L1,1-0,1.000,W2
177,NJIT,America East,3-9-5,0.324,T1,1-4-2,0.286,T1,1-3-3,0.357,T1,2-6-2,0.300,L2,0-0,0.000,T1,0-0,0.000,W2
178,Northern Ky.,Horizon,4-10-3,0.324,L4,2-5-2,0.333,L3,2-4-2,0.375,L2,2-6-1,0.278,L2,0-0,0.000,L1,1-0,1.000,W3
179,Oral Roberts,Summit League,4-10-3,0.324,L1,1-3-2,0.333,L1,2-2-3,0.500,T2,2-8,0.200,L2,0-0,0.000,L1,0-0,0.000,W5
180,Mount St. Mary's,MAAC,3-9-5,0.324,L2,3-6-1,0.350,L2,2-4-3,0.389,L1,1-5-2,0.250,L2,0-0,0.000,L4,0-0,0.000,W1
181,DePaul,Big East,2-8-7,0.324,T1,0-6-2,0.125,T1,2-5-4,0.364,L5,0-3-3,0.250,T1,0-0,0.000,T2,0-0,0.000,
182,Dartmouth,Ivy League,3-8-3,0.321,L4,2-5,0.286,L3,1-4-2,0.286,L3,2-4-1,0.357,L2,0-0,0.000,L2,0-0,0.000,W1
183,Omaha,Summit League,3-9-4,0.313,T1,1-3-2,0.333,T1,3-3-1,0.500,L2,0-6-3,0.167,T1,0-0,0.000,W1,0-0,0.000,L1
184,Saint Mary's (CA),WCC,2-8-6,0.313,L2,2-5-2,0.333,L2,1-5-1,0.214,L2,1-3-5,0.389,L1,0-0,0.000,W2,0-0,0.000,W3
185,Saint Peter's,MAAC,4-10-2,0.313,L2,2-7-1,0.250,L2,3-4,0.429,L2,1-6-2,0.222,T1,0-0,0.000,L1,0-0,0.000,W1
186,Central Ark.,ASUN,4-10-2,0.313,L2,3-2-1,0.583,L2,4-0,1.000,W4,0-9-2,0.091,L4,0-1,0.000,L1,0-0,0.000,W2
187,UC San Diego,Big West,2-9-7,0.306,L1,2-2-5,0.500,L1,2-3-3,0.438,W2,0-5-4,0.222,L2,0-1,0.000,L3,0-0,0.000,L3
188,St. Bonaventure,Atlantic 10,3-9-3,0.300,L2,1-5-2,0.250,L2,2-4-1,0.357,L3,1-5-2,0.250,L1,0-0,0.000,W1,0-0,0.000,W2
189,Yale,Ivy League,3-9-3,0.300,W1,2-4-1,0.357,W1,3-4-1,0.438,W1,0-5-2,0.143,L1,0-0,0.000,W2,0-0,0.000,W1
190,Mercyhurst,NEC,3-10-4,0.294,L2,3-5-1,0.389,L2,2-2-2,0.500,L1,1-8-2,0.182,L1,0-0,0.000,W1,0-0,0.000,L1
191,Lipscomb,ASUN,2-9-6,0.294,L1,1-2-3,0.417,L1,2-4-4,0.400,W1,0-4-2,0.167,T1,0-1,0.000,L2,0-0,0.000,W2
192,Bradley,MVC,2-9-6,0.294,L2,0-5-2,0.143,L2,2-2-3,0.500,L2,0-7-3,0.150,L1,0-0,0.000,W1,1-0,1.000,W2
193,Coastal Carolina,Sun Belt,3-9-2,0.286,T2,2-6-1,0.278,T2,1-5-1,0.214,T1,2-4-1,0.357,T1,0-0,0.000,L2,0-0,0.000,W2
194,Loyola Maryland,Patriot,3-10-3,0.281,T1,2-5-2,0.333,T1,2-4-2,0.375,L1,1-6-1,0.188,T1,0-0,0.000,L3,0-0,0.000,W2
195,ETSU,SoCon,2-9-4,0.267,L2,2-3,0.400,L2,2-3-3,0.438,W1,0-5-1,0.083,L2,0-1,0.000,L3,0-1,0.000,L1
196,Southern Ind.,OVC,2-10-5,0.265,L1,1-4-5,0.350,L1,2-5-3,0.350,L1,0-5-2,0.143,L1,0-0,0.000,L2,1-0,1.000,W2
197,CSU Bakersfield,Big West,3-11-3,0.265,L4,3-4-2,0.444,L4,1-5-2,0.250,L2,2-6-1,0.278,L2,0-0,0.000,L1,0-0,0.000,W3
198,VMI,SoCon,3-12-3,0.250,L1,1-4,0.200,L1,3-5-1,0.389,W1,0-6-2,0.125,L5,0-1,0.000,L3,1-0-1,0.750,T1
199,William & Mary,CAA,2-10-4,0.250,L2,1-6-1,0.188,L3,2-4-3,0.389,L1,0-6-1,0.071,L6,0-0,0.000,L1,0-0,0.000,T1
200,Radford,Big South,2-11-4,0.235,L1,1-4-2,0.286,L1,2-4-3,0.389,T1,0-7-1,0.063,L6,0-0,0.000,T1,0-0,0.000,W5
201,Rider,MAAC,2-11-4,0.235,W1,1-6-3,0.250,W1,1-4-3,0.313,L2,1-7-1,0.167,W1,0-0,0.000,T1,0-0,0.000,W1
202,Binghamton,America East,4-13,0.235,L9,0-7,0.000,L8,2-7,0.222,L7,2-6,0.250,L3,0-0,0.000,L4,0-0,0.000,W1
203,George Washington,Atlantic 10,2-11-4,0.235,T1,0-7-1,0.063,T1,2-5-2,0.333,L1,0-6-2,0.125,T1,0-0,0.000,L2,0-0,0.000,L1
204,Pacific,WCC,4-14,0.222,L2,1-8,0.111,L6,2-7,0.222,L1,2-7,0.222,L3,0-0,0.000,W2,0-0,0.000,W1
205,Sacramento St.,Big West,2-12-4,0.222,L1,1-6-2,0.222,L1,1-5-3,0.278,W1,1-7-1,0.167,L3,0-0,0.000,L1,0-0,0.000,W3
206,James Madison,Sun Belt,1-10-5,0.219,T2,0-6-3,0.167,T2,1-6-2,0.222,T1,0-4-3,0.214,T1,0-0,0.000,W1,0-0,0.000,L2
207,UTRGV,DI Independent,1-7-2,0.200,T1,0-0,0.000,,0-2-1,0.167,T1,1-5-1,0.214,T1,0-0,0.000,L1,1-0,1.000,W1
208,Winthrop,Big South,1-12-3,0.156,L3,1-5-1,0.214,L2,1-6-1,0.188,L1,0-6-2,0.125,L2,0-0,0.000,L2,0-0,0.000,W12
209,Wright St.,Horizon,2-13-1,0.156,L3,2-7,0.222,L3,2-5,0.286,L1,0-8-1,0.056,L6,0-0,0.000,L1,0-0,0.000,
210,Air Force,WAC,1-13-3,0.147,L2,0-6-1,0.071,L1,1-4-2,0.286,T1,0-9-1,0.050,L7,0-0,0.000,L1,0-0-1,0.500,T1
211,Temple,American,1-13-2,0.125,L9,0-8,0.000,L9,1-7,0.125,L5,0-6-1,0.071,L5,0-0-1,0.500,T2,0-0,0.000,W2
212,Central Conn. St.,NEC,1-14-2,0.118,L3,1-7-1,0.167,L3,0-8-1,0.056,L7,1-6-1,0.188,L2,0-0,0.000,L1,0-0,0.000,W1
213,Chicago St.,NEC,1-15-1,0.088,L1,1-7-1,0.167,L1,1-6-1,0.188,T1,0-9,0.000,L11,0-0,0.000,L1,0-0,0.000,
